port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
0,75.659,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,,,,,,,,,,,,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,0,4.336,0,0,0,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,0,7.166,0,1,1,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,1,9.981,0,2,2,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,1,12.194,0,3,3,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,0,6.503,0,4,4,1,1,Esse livro é a edição do ano passado - precisamos do ________,Livro novo,livro novo,opt_b,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,1,10.265,0,5,5,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,0,4.911,0,6,6,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,1,5.405,0,7,7,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,5df801d601423f5ab3dcf859,001,2022-09-19_14h19.12.086,rothman_exp,2022.2.3,Win32,60.09615385,1,3.728,0,8,8,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
