port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,pre_post,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
space,18.73,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,0,12.497,0,0,0,5,1,Algunos padres son más involucrados en la vida de sus hijos que otros. Los _______________ juegan con sus hijos por la noche antes de que se duerman. (cariñosos),padres cariñosos,cariñosos padres,opt_a,post,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,0,4.54,0,1,1,3,1,El profesor enseña dos cursos que puedes tomar. Hay _______________. ,opciones varias,varias opciones,opt_b,pre,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,1,14.519,0,2,2,0,1,"No hay super-héroe que no sea conocido por su bondad, coraje y fuerza. Los  _______________ del mundo no tienen miedo de nada. (valientes)",super-héroes valientes,valientes super-héroes,opt_b,pre,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,1,12.155,0,3,3,8,1,"Entre los alumnos, siempre hay un equilibrio de inteligencia y estupidez en una escuela. Los _______________ siempre están en las clases de ‘honor.’ (estudioso)",estudiantes estudiosos,estudiosos estudiantes,opt_a,post,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,1,12.95,0,4,4,7,1,"Hay muchos padres en la audiencia del partido. Hay niños que juegan muy bien, pero los que juegan mal son una vergüenza a sus padres. Los _______________ aplauden y gritan por sus hijos. (orgulloso)",padres orgullosos,orgullosos padres,opt_a,post,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,1,5.444,0,5,5,1,1,Ese libro es la edición del año pasado - necesitamos el ________,libro nuevo,nuevo libro,opt_b,pre,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,1,4.575,0,6,6,9,1,Mis amigos no tienen dinero. Son _______________.,amigos pobres,pobres amigos,opt_a,post,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,0,4.626,0,7,7,2,1,He conocido a ella por muchos años. Es una _______________.,amiga vieja,vieja amiga,opt_b,pre,,,,,,,,,,,
,,,001,2022-09-19_18h22.44.532,rothman_exp,2022.2.3,Win32,60.0240096,1,6.057,0,8,8,6,1,"No todo chico en mi escuela es atlético, pero los _______________ chicos corren 7 millas cada día.",chicos fuertes,fuertes chicos,opt_a,post,,,,,,,,,,,
